Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cambodia,KHM,..,5.17583101976887,5.64093045299287,5.46108287495604,5.32085003676989,5.24450335654665,4.94820757909564,4.8093386379996,5.42216584441989,6.56578640454773,5.8998539290284,6.07786090254716
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cameroon,CMR,12.7505372001011,10.792113437517,12.058933037832,12.2538855757043,12.1243456243326,11.6804244481323,11.920018840418,12.0963512548066,12.2819316968054,12.0432363133751,10.5075554912877,10.5843152211004
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Canada,CAN,22.6182277236122,19.1064161806335,20.266560128167,20.8778251262785,21.0480401948524,20.7033313853187,20.6814326967462,20.6634960880685,22.7011077555498,21.4423371444304,20.6916886249511,21.206649747246
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cayman Islands,CYM,..,..,..,..,..,2.01383567825568,2.11133272268875,2.35481309963543,2.55899941849603,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Central African Republic,CAF,15.3797912072504,16.284531790337,15.5309338184523,14.776798538189,14.408108617903,14.0670343149476,7.70001000295874,8.0446400022651,9.67704000219521,9.14075000341498,8.33527999723824,8.33527999694578
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Chad,TCD,10.0460309586386,7.71826323002747,6.22582937741416,5.1450878004325,4.21168691176471,4.32522476033042,3.60339327694371,3.58751257827853,4.73537683019999,4.68311993167555,4.05071702799511,4.20912244919291
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Chile,CHL,9.75470888307932,12.5909258670442,13.2263259777657,13.5921177179491,14.3426676192321,14.648713196179,14.8564737573302,15.2539557255243,16.0263618695537,14.7284624399831,14.6753523231537,15.102689191519
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,China,CHN,13.6565211590165,16.838429854389,15.8170446517635,16.2178867734802,16.363755561892,16.3248622163595,16.5358083434476,16.7705109115014,17.1301333863303,15.8081384040196,16.050127747075,16.5093111848756
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Colombia,COL,12.4524654899488,16.4728505593893,14.2437505161207,14.8116297912742,14.5412847223026,14.8806426275244,15.4214808598175,15.7732334152149,17.15883586003,16.04633106217,13.9981806937177,14.7537803871391
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Comoros,COM,11.0447123193981,11.0449915791162,10.2752323748629,10.5919046751925,10.6149160629911,10.823776632134,10.2296889355558,10.0948841035328,10.5607884014024,10.1497636872213,9.61494798983108,9.25201678028177
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Congo, Dem. Rep.",COD,..,2.05758943003572,8.32176727716563,9.05619474106582,7.43795742156919,5.45682325997594,6.3175938945538,6.92914731918781,7.57563823668699,8.26179625751041,9.36466895500465,7.93334809837746
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Congo, Rep.",COG,19.5538057742782,11.5680697928026,16.7341898264262,19.3062714257081,21.3085234763745,18.0865862122574,13.5041075595188,13.2408750888074,17.4783555029861,14.8705070974177,11.836792240361,13.0993020877754
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Costa Rica,CRI,18.1598510771488,13.727826175647,17.0113032501812,16.9602419140685,16.7086790790549,16.3581746478518,16.1957338928329,16.7512009792355,17.7047320692606,16.5307979779817,15.3958787283636,14.873493459823
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cote d'Ivoire,CIV,16.7997469629584,..,..,9.34787599976032,9.86519507238038,10.2683859615717,10.047344032596,10.8276425991993,11.3216044456757,9.96265946726249,10.4170447113577,10.48907829535
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Croatia,HRV,..,22.8875775578477,23.091795072956,22.4615282297465,21.9663370183873,21.7982075145139,21.6739878475104,21.6943108660348,24.8798286623841,23.0666648716537,21.1121699218234,21.2862761328474
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cuba,CUB,31.001588232443,29.5962912312615,32.4067243519089,32.2060119725293,31.8954469848416,30.8382030425833,30.0449666715961,32.232208810801,38.8479746031273,33.8264756164462,32.5330341848026,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Curacao,CUW,..,..,15.656446364665,15.7199312070825,16.0670226272218,16.1220056813771,14.4782874285736,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Cyprus,CYP,17.337715739492,15.2364552886536,17.0727810804208,16.6093100075551,15.487159442376,15.0336429268327,14.7079165690907,16.0314662020454,19.1966992582967,18.554102804107,17.8768353153744,18.5583983453217
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Czechia,CZE,21.7405721839044,19.4170938033921,19.1899663567148,18.807763768664,18.7814653223292,18.5098151426127,19.1749183174686,19.2646329881001,21.3198902324822,20.7709874590881,19.4414735473211,19.6583815019038
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Denmark,DNK,23.9117243303695,23.8904895144931,25.7974203785069,25.5463558237146,24.9429154800128,24.4496622577768,24.3811073900807,24.2047767614883,24.6799875258246,23.8455501887973,21.6810844158444,22.4815247693833
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Djibouti,DJI,..,..,19.0934853409627,19.9111202338378,22.2299077070923,21.7735536161827,21.3501236992407,19.8109451971862,19.5882859825106,18.1836051696186,15.1079646707504,14.4894431717425
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Dominica,DMA,..,..,20.4667084175468,21.3487763614819,19.081898934324,24.0784269168223,27.3907122065853,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Dominican Republic,DOM,2.92604455481045,8.72035116834374,10.4712899402275,10.2887459629005,10.3026903963908,10.938643492768,10.8598569852577,11.0687972697794,12.6266153626567,11.465112312541,11.3442468568322,11.2900294096823
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Ecuador,ECU,12.3019782138532,9.52692379105551,14.7396467646102,15.3738143732739,15.6897053000134,15.2975347755569,15.5567607733316,15.1840774422585,16.3225869268134,14.3491734605434,13.4022673496035,13.9198907994531
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Egypt, Arab Rep.",EGY,11.3778705636743,11.2025874742723,11.849765258216,11.7598919759401,11.4268841809995,9.57903662572827,7.94222279370794,7.2855611150822,7.5399018301206,7.55804355330102,7.26809053235575,6.7869011871805
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,El Salvador,SLV,9.88078042377644,13.0857417139691,15.9541672881589,16.497441787438,16.3164393340948,16.1331092000982,16.1096582163919,16.0320209633966,19.6968523573714,19.3467717333594,17.9519033465337,18.0116664050222
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Equatorial Guinea,GNQ,..,..,15.9663871801715,21.921512888337,25.3273260838461,23.6949369917015,23.5278374099566,25.4606719871873,28.4349315814674,25.4888078033074,22.1620665334551,26.2033825636043
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Eritrea,ERI,..,54.7967675739453,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Estonia,EST,..,19.5619806388734,18.4390132763221,19.2232645126562,19.3323940974428,18.8749816531166,18.7628505913655,19.0819330513563,20.5086892203171,19.8156868080864,19.2913086684738,20.6435975574069
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Ethiopia,ETH,..,..,9.24959184376664,9.01378857603043,11.1344515039567,11.1092075124974,10.2504816780532,9.19304684825909,9.12947548364366,8.83582452665546,7.36173291765571,6.31836206655394
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Faroe Islands,FRO,..,25.6272027453163,28.8624746251865,28.2577813709072,27.6578555512139,27.5661940336433,28.4050499632477,27.6094430648189,29.5556583367204,28.8268815944237,27.335221982289,27.3225038353956
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Fiji,FJI,17.495505050505,17.296979536993,19.999623054461,20.1527986654744,18.9410512192669,19.2805276055555,20.3918840213059,21.2424352975768,23.6332493026489,23.6071788405904,20.5088755278075,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Finland,FIN,20.8686953080339,19.7454284164064,24.6314153166064,24.5228172337672,23.868772512134,22.9490979324095,23.0551303335418,23.318575537276,24.4205476612504,24.7953884002508,24.1500202912928,25.5755158788234
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,France,FRA,21.3629677651223,22.4026551978725,24.081442589149,23.7757617692292,23.7569423186251,23.7013842025535,23.3500758354509,23.0348422675243,24.8398357365701,24.3515984176563,23.8613635807316,23.1235606057224
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,French Polynesia,PYF,..,19.4582375831156,31.3869550976386,31.0890833292599,31.1774195181382,31.2555278767273,30.7248836166431,30.6497192744132,32.5616899764402,32.9101112368206,31.6907011813918,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Gabon,GAB,13.4024435394298,9.56008536112189,14.8494691273466,14.816398045437,14.6412017071143,13.2317051644466,10.5658037085265,10.9934292922959,13.1475545987895,11.8172640051888,10.8069715659767,11.4661196911922
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Gambia, The",GMB,13.7473487470419,11.2271983454408,8.83679840265619,8.32657938721957,8.44661706335853,7.86685508622327,6.82478004672062,8.24288423463265,8.99176809738058,9.75803714271528,8.36246319461186,7.3728308897611
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Georgia,GEO,10.0227181611653,8.53875163409509,15.0157404955551,14.6096581567674,15.1857694306897,13.8912339138849,13.288692643364,13.1442836745365,14.6114698025668,14.1266594756604,12.5293829261598,12.1485458843642
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Germany,DEU,19.0305949844275,18.860569292751,19.2101287363869,19.3122356715765,19.5190716214398,19.4595495195295,19.5022339579089,19.9030235821301,21.7313211310231,21.6742192217514,21.5213273138839,21.2287274073897
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Ghana,GHA,9.31152842761133,10.1716158733082,8.26779337958511,7.6804908567544,7.88693112799624,6.9570521307014,7.10478039787287,7.04320381025923,7.83341015600264,8.00565308777829,6.65253432796479,5.86696302880287
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Greece,GRC,17.7296381357108,18.942080044244,20.7227080595732,20.7679837462522,20.6180603140124,20.4384126534599,19.6597104516787,19.9791204523634,22.7274940590434,21.4974385558012,19.9856875626536,19.2868439733478
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Greenland,GRL,..,..,45.8403861826845,44.1988128798963,42.3437611461997,42.4119305960518,43.1423966501003,43.7935208900272,43.7331112069692,45.1147518420755,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Guatemala,GTM,6.58421335494863,7.00261473951945,11.2553849306527,11.0881085257885,10.440352787248,10.572823006819,11.120258551506,11.1070048234102,11.4719704888172,11.2293378677109,11.4755424721517,11.2304577661884
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Guinea,GIN,7.51272032030554,4.85858717414303,17.7931457653875,19.5018955831566,16.8835450171097,15.2760215806747,15.4819047734539,15.402325246451,17.4132237183255,17.4820305537183,17.1208210322962,13.6181284125707
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Guinea-Bissau,GNB,10.2911210855004,15.6593454213733,16.0973110941474,15.1923593467224,15.2258354815014,15.5945793641402,16.542187021424,18.7929535958814,20.1511114394103,19.767176044055,19.9064473181684,16.4132459157836
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Guyana,GUY,13.6163420472266,24.6721060474628,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Haiti,HTI,..,6.98287753877131,7.66400253789781,8.25780291243123,8.20929017383708,7.89768746069131,8.26343071867152,7.19135114705545,7.31205557129014,7.47295579775888,6.90413793385249,6.2167919005445
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Honduras,HND,8.00754209652464,13.4084733653246,15.3323115474268,14.3052467695847,14.1139360855006,13.4984164607115,13.4622514861767,13.879034545863,15.6611069089394,15.6740308613565,14.2760938647873,14.4211359158095
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Hong Kong SAR, China",HKG,6.83664410535731,9.36776869699537,9.47856310052411,9.64286905615691,9.95636389333004,9.83027217138145,9.92512949539558,10.8764361048878,12.7458289934984,12.6776298103225,14.33694282731,13.262539152623
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Hungary,HUN,..,21.197290433871,19.994490424804,19.7138882008241,19.9611060571001,20.1928200345072,19.692564843013,20.0857247969431,21.3588654094995,20.8984345741146,20.637356590984,20.0321020716264
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Iceland,ISL,19.1871299703952,22.7170682212291,24.1239060164934,23.4273546291346,23.0097492948063,23.6772641856698,24.1472081886941,24.5873763058398,28.0705864394643,27.3386296319661,25.5551649314276,25.4196140358842
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,India,IND,11.2854919029931,11.9478354691139,10.4408568081213,10.4282907091862,10.3085480747222,10.7671989547856,10.8232185258548,11.0026755133718,11.6124524106018,10.4763782400684,10.7001350622494,10.3907269666982
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Indonesia,IDN,9.53444118831967,6.53199497269296,9.42502571858678,9.74941376966575,9.52781009028137,9.12057115207813,9.02123180420785,8.80847129067065,9.65575053126545,9.24694161503832,7.68328058924418,7.44539404507052
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Iran, Islamic Rep.",IRN,10.846374281202,12.9321140865271,12.8201259776576,15.5688232193039,15.7806947510813,16.0623126390332,15.7471688919778,15.3002757124463,14.4316679808889,14.2335765896255,12.7321823762365,12.8792116922691
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Iraq,IRQ,10.9822713740356,11.8387149559557,18.0026366207318,18.6660985734816,18.3892282517436,16.3052516699702,15.8794898494183,19.3153864358706,22.5089088159129,17.7173083564783,15.6580340079783,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Ireland,IRL,17.1603596265385,14.7459204426839,15.9698382433587,12.1030993591123,12.5240695012169,11.9231267822528,11.7534973694787,11.8145031159268,12.6067388132502,11.685370111011,11.0608483578787,12.1690950536608
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Israel,ISR,26.7890273804341,23.2315036038861,21.99659045463,21.9717989654352,21.9808651308971,22.1404209205452,22.4400783792691,22.191808141728,23.3182114161058,22.1272492584261,20.8930707066367,22.2480354041864
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Italy,ITA,19.5579653563318,17.6899799974967,19.437905453041,19.0193134916677,18.9253442826016,18.7448158290116,18.8133907214108,18.5421071991348,20.5680570300128,19.1946040488087,18.7988322203861,17.7863604788982
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Jamaica,JAM,13.0361627903991,13.957771985254,14.5182933037941,13.816001547289,13.8399466204801,13.3827785913115,13.4379511959792,13.5821416742441,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Japan,JPN,13.3193263921511,16.549191407008,19.9261773555302,19.617744139153,19.6572481017318,19.4117955495929,19.5636743323798,19.9451059201578,20.9693739368909,21.2648718337576,21.5970195999679,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Jordan,JOR,24.0447647676651,23.6984680014003,18.2212045749756,17.8232606852775,17.2505641942481,16.9453719425362,16.7438960469568,16.3717377599542,16.549956438323,15.8410812024988,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kazakhstan,KAZ,..,12.0767839829015,10.6896762840233,11.6327261488061,11.6308534068253,10.5359417828743,8.32120070703086,9.13216157597614,12.742044005777,11.2703470377122,10.499269785365,11.112615768077
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kenya,KEN,18.642430895609,15.0542922556179,11.7424945888753,12.7266800758884,12.609768629814,12.3350790178839,12.3486893953272,12.1707972873275,12.4776599686236,12.1468578016243,12.2133041039933,11.9151175810981
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kiribati,KIR,..,..,63.9068334080076,55.5672159782055,59.352629285163,57.0529037746242,60.141594180468,62.0669442841556,53.9813242888484,52.8119854222917,61.5254246146927,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Korea, Rep.",KOR,10.9735824671588,10.9000077343983,15.2252223373693,15.0835297322035,15.2400223440118,15.4189724650817,16.0517273115489,17.0778656523485,18.0393452718884,18.1598006151817,18.7672078009638,18.8985576096258
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kosovo,XKX,..,..,13.5871191030395,13.608097246187,12.0848144799198,11.8229560623089,12.1025924972731,12.4854382801326,13.9131774135574,12.8723308672227,11.7917287704535,12.5993342814673
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kuwait,KWT,38.7492463069038,21.479131915335,17.7554133348634,24.1918105595976,25.7054637298448,24.4212699248686,22.9805567573897,24.4026500235045,30.1779382116533,25.3726691497475,20.7000492832705,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Kyrgyz Republic,KGZ,25,20.0414029257456,17.4733337659161,17.755373303036,17.4341508597379,17.1301720323853,17.1697001118399,15.700980649991,18.372283013954,16.6329417875076,16.7856680309648,16.3621853972028
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Lao PDR,LAO,..,6.4615689478842,15.1805486591378,15.1066545133558,13.9709429126153,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Latvia,LVA,..,21.4196678660864,18.4883353835292,18.7095636533339,18.476344400199,18.6703159549355,18.5352676047473,19.8089011462475,20.8896933172828,21.7299761811103,20.4846345755122,20.3652196867038
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Lebanon,LBN,18.8723345850642,17.2674865488086,12.7459654094194,12.5317444279389,12.9841490908637,13.2087179804347,15.3368530010403,15.6297834775773,9.13975488671309,2.36013682064937,3.62532508452807,..
